Matt Gaetz Thinks Emperor Trump Will Make Him Powerful https://t.co/soul4IFTiC via @YouTube
@WontCaveDave I just read that “Politico” was purchased by a mega tRump donor in late October. That certainly explains a lot!
"@jarvis_best What, like they didnt start the day Trump got elected????  MSM did!!!"
@SuzMcBrideBooks @mmpadellan @4545butterflies It would be a great start towards reclaiming our government from Trump.
'They get away with everything': MSNBC's Morning Joe bashes Robert Mueller - Raw Story - Celebrating 17 Years of In… https://t.co/VuzbQFIums
"‘I try to set a good example,’ the father of six says  He's probably right.  But 1 reason people don't have kids is… https://t.co/xBfpknXJV2"
"@baseballot @FiveThirtyEight @macwilkes You forgot one of the scariest endorsements by Trump, he endorsed Janice Mc… https://t.co/nNkHPfG1JG"
@SundaeDivine A trump book.
Investors Can't Wait To Bail Out Of Trump's Social Media Company https://t.co/dQ9C4MYpYe via @YouTube
Law not needed. Trump's appointed Postmaster General Louis Dejoy will be sure that mail never makes it. https://t.co/IXGZNydHW0
"@WalshFreedom You talked a lot of shit that made no sense.  Still do to some extent,  but at least you recognized y… https://t.co/a7F0eH3Zcs"
Now what is Mark Meadows talking about? I thought that “hiding in a bunker” was just an inside joke referring to al… https://t.co/MZoHulNfWh
"Trump said a lot of things. In fact, he managed to get himself elected doing more complaining about everything he d… https://t.co/ZUJMK2eSu1"
"@glennkirschner2 @RuhleOnMSNBC @SRuhle @MSNBC Yay, I’m up. I’m hoping to learn more about when a trump indictment m… https://t.co/SurhrdlkXd"
@Rooster_Crowing @NBCNews You spelled Trump wrong.
"@NickHudsonCT We run polls fairly regularly, usually we get maybe 400 to 1000 votes. Ran one about Trump before the… https://t.co/vnhcJ140uk"
Trump Is Deranged And Incoherent During Trainwreck Interview On Newsmax https://t.co/Q9c40W6hvr via @YouTube
@cryborg Freedumb? great word. It explains what #Trump's unleashed on our country.
@PressSec Disappointing that it took backlash from backhanded sarcasm during a press conference to convince this Ad… https://t.co/e7adPpUtt8
Fact Sheet: U.S. Strategy on Countering Corruption | The White House.  Garland ineffective in charging Trump RICO c… https://t.co/Wo1BJXjvGP
A lot of trump tied to criminal Jeffrey in photos https://t.co/4cUJlNNtZH
"@jessay @BerningAtheist @puppet_news @SusanSarandon “Biden leads by 23 pts among suburban women in swing states, an… https://t.co/ic8gjDx21k"
@LindaLo76040601 @JORGE_C_NY @thehill @RepMattGaetz @LindseyGrahamSC @marcorubio @tedcruz @RandPaul @NikkiHaley… https://t.co/vT5QhZ89ya
"@JbkJbk1234 “I have to do what the crazies say or they will kill me”  Uh, maybe get Trump impeached and break his h… https://t.co/wilAjjiEYT"
"@ChrisWillcoxSTL @2020GTOY @JosephRReagan Okay, but RGB, Chadwick Bowman, Alex trebek, Kobe Bryant and little Richa… https://t.co/9X9gqxVadL"
@tedlieu Pardon my French congressman but wtf isn't the @TheJusticeDept doing anything to hold these criminals acco… https://t.co/gvAe0DxKBY
"@jessay @BerningAtheist @puppet_news @SusanSarandon How does anyone not know these facts (and remember, Bernie did… https://t.co/aJOgZHAyVz"
"@AngelaR00505417 @proreviewer1 @Elsie_Mandel @Angry_Staffer Yep, he did and we all know it and tRump can't stand it… https://t.co/eVhcEdH0Gw"
"I would have also clarified whether it’s for soup that is already prepared, or cans of soup. If it’s the latter, th… https://t.co/6Dkv10Fpec"
@brav_wav @GMarty_88 @laurenboebert @RepThomasMassie I dont like a handful of Republicans either. That said show me… https://t.co/94X4RetaF2
"@JennaEllisEsq Yeah,  no...  We all remember when CIA confirmed Russian bounties on our troops, and Trump did nothi… https://t.co/pLmepuLLXF"
Wanna know why Drug War Joe's approval is in the 40s? Because many of us would-be supporters from the left never fo… https://t.co/MA1YJigHfu
"@GirlFuturist @PalmerReport To be honest, I don't expect Trump or any other high official to be indicted that quick… https://t.co/ndSvKqNooC"
@dcpetterson @PalmerReport I’m referring to the decisions to not force any of the Trumps to testify before Congress… https://t.co/wEcPxaAckm
Expert: Trump's 2024 playbook 'poses a direct threat to American democracy' https://t.co/yegiRea3d8
Jimmy Kimmel Flips 1 Of Trump’s Most Offensive Moments Back On Him https://t.co/Z7vdONBxYn
@GirlFuturist @PalmerReport You're referring to Bannon. The timeline there doesn't matter. The Committee doesn't ne… https://t.co/brhUB4OyIA
@dcpetterson @PalmerReport Along subpoenaed individuals to drag it out for months and months is unacceptable. Zero… https://t.co/lntRDS96ra
How Donald Trump Could Subvert the 2024 Election - The Atlantic https://t.co/R8eu9njdJY
Trump Suck-Up Devin Nunes RESIGNS From Congress https://t.co/dHDWHwtWsI via @YouTube
Took me a couple days to get around to reading this piece in  @TheAtlantic but I’m so glad I did. What’s coming nex… https://t.co/y7RxBdQO1o
"Once again. Do you want Donald Trump, Ron deSantis, Tom Cotton, or anyone else of that ilk to control your healthcare?"
DeJoy is a Trump appointee. Enough said. Fire him. https://t.co/ujmz2t8woz
@at_oasis @AddieWoolf I got my questions answered. A random Youtube guy referenced Glenn Kirshner who opined there'… https://t.co/UWpijHhodC
@SteveDaines @JoeBiden Did you mean to write Trump?
I can save you the trouble. Our JUSTICE DEPARTMENT PLEADED WITH THE JUDGE TO SET THE COURT DATE WAY BACK. The attor… https://t.co/Z7QoQK7SKS
"@at_oasis @AddieWoolf Okay, I got to hear it. Yes, when a case comes to trial, Trump will be convicted. Prosecutors… https://t.co/hTdraBgD0f"
Trump Suck-Up Devin Nunes RESIGNS From Congress https://t.co/dHDWHwM5GQ via @YouTube
"@GovernorLittle Gotta admit, I believe being Pro-#Covid19 Infections is a brave but foolish stance, Governor.… https://t.co/hml4cTCC3W"
@JuuustinBrown @atrupar OMG is this your doing? I just watched your Trump vs Trump. Amazing!
Trump Is FURIOUS At Mark Meadows’ “Stupid” Book https://t.co/QUW4guC0ju via @YouTube
@TeaPainUSA I hate to be the one to bring this up but Trump is still eligible for a second term and if anyone think… https://t.co/OcDH9LgwWw
Trump Gets SCREWED by his Idiot Lawyer https://t.co/GONsjhHIoR via @YouTube
"@SteveDaines @JoeBiden Ummm, have you tried the truth? https://t.co/C6MrfLqJJZ"
@hayesy316 I never get tired of having a memory. It’s hilarious to watch half the GOP go Democratic over Trump and… https://t.co/3ALOHBSPv8
"His seemingly irrational stalling on all these DC “Trump Ratpublicans” - Trump too, is cowardly. The way he acts is… https://t.co/aiU8Cf1CoH"
"@RyanZinke This begs for a fact check.  Zinke worked for Trump for 2 years, shown in yellow on the graph below.   P… https://t.co/SuMRC7NqCQ"
@TG22110 Trump
@lokeshwarajones i live in a very blue town in a sea of red. ill agree that the conservatives in the rural towns ar… https://t.co/P2jFU8pWLG
Trump's election lie falls flat again as right-wing Wisconsin group finds 'no evidence of widespread fraud' https://t.co/2aszvV1clW
Trump Almost Lied Himself To Death https://t.co/AexCBv9DqJ via @YouTube
@MeghanMcCain Trump was led around on a leash by Putin for four years.
Capitol riot committee 'quietly issued an unknown number of subpoenas' to key Trump officials https://t.co/ReQnH3roOz
Devin Nunes Flees Congress to be Trump’s Social Media CEO! https://t.co/lArBQdzhiU via @YouTube
Trump tries to ‘cash in’ with MAGA rally for 'elites' — leaving out ‘blue collar’ fans https://t.co/BjqXYLrVOm
Trump 'not worried about anything' because he isn't being prosecuted for inciting Capitol riot: former RNC chair https://t.co/73PJjrFpwP
Angry Trump Staff GET REVENGE on Him https://t.co/UQ3gl46G6h via @YouTube
Who better to speak for all the criminals under investigation? #MattGaetzIsASexualPredator and trump is too. https://t.co/jAohZ8flZe
"The Washington Post: Bannon's attack on David Perdue, Trump's candidate in Georgia, signals the far right's future.… https://t.co/I7oZL7ryox"
@LetsgoRandom2 @Popsunderhouse1 And Trump is colluding with Russia!
"@RepLizCheney Watching ""Vice"" again. It was Lynne Cheney who was actually the driving force behind him but I doubt… https://t.co/gjpzCyvaXf"
@rothschildmd And now they claim we wouldn’t be taking the vax if Trump were President.  They don’t even know how t… https://t.co/Vfm3YPIGbI
@JarndyceJ @RuleofLawGuy1 Not sure DJT appointees help or hurt. You're right u didn't say it's over...tho I never c… https://t.co/2gq7xAPhsq
@SpiritbearNY @StephenKing Not into country but I make an exception for Cash and Willie Nelson who both have distin… https://t.co/IzfAS5i5gD
"""Shout it from the Rooftops"" my Sister  !  Deep State Corruption our Great President Trump  exposed to All ! https://t.co/LTWcpNHwKD"
"@AllenStStephens Same, I think there's a good chance DOJ is working on charges against Trump, but they have to be v… https://t.co/dQNsOiym7p"
"""Mockingbird Media deceives. The headline implies a 14-yr-old testified that Epstein trafficked her to President Tr… https://t.co/FqT4rwSQY9"
"The same fistional ""people are saying"" people that Republicans quote, but can't name, must be the same billion doll… https://t.co/1ASwqT3aNx"
@lindarchilders Totally. What gives with this date? And is he in jail until then or fancy free? I can’t keep with a… https://t.co/ViLuRfkslP
Upset that his Big Lie wasn’t bought into. Watching his incompetence grow every day.  Mark Meadows says Trump was n… https://t.co/pHpM37ivY1
@kingofvagabonds Do you think it’s inevitable that Trump gets elected in 2024?
"@DaniOliver This whole administration has to go.  Like Trump, these people are there for what they get, not to act… https://t.co/G9No0pXfjb"
@DarnoldDarngood @SenSchumer They’re over because the didn’t do this among other things on day one. Biden perpetrat… https://t.co/6zNpeqPjES
Just take your Trump vaccine and shut up. Treatments like monoclonal antibodies and ivermectin are for tinfoil hat… https://t.co/NX5Q60Lu5g
Trump wouldn’t last five seconds that job. He would actually have to follow procedure and do shit. https://t.co/ia7herg7P4
"@Andrea28105964 @21sts1 @JillMack30 Many Trump- or Republican-appointed judges have, for example, rejected the laws… https://t.co/KlS0e3A244"
“The winner will be declared the loser. The loser will be certified president-elect.”  This is madness.   How much… https://t.co/prZZJHJwzq
@AmericanMOM01 @joncoopertweets Russia funnelled money into the Trump Campaign through the NRA. In 2016 the NRA don… https://t.co/aJL6XvKlLY
@Tawnyjames @brad_bookhultz @itsJeffTiedrich And grandpa was kicked out of his native country for not serving in it… https://t.co/pGSrFrxkiC
@CajunBlueAZ1 He turned over documents last week and set tomorrow for his deposition. My guess is Trump threatened… https://t.co/SbwS0P74cZ
"@LeaderMcConnell calls the Build Back better plan Toddler Takeover. So, at least he admits #Democrats are more matu… https://t.co/lANg8M4MTP"
@joncoopertweets Wish I could say yes.  But I have given up. There is certainly good in our country.  But I can’t b… https://t.co/aJYsWQ222V
"@_kingdarius12 @CasperAdams17 @RSBNetwork Irrelevant,  most of the voter fraud cases  are thrown out by the judge,… https://t.co/WFkqp6Ouyr"
@PalmerReport Why wouldn't he sell Trump out?  Trump made it clear that he couldn't care less if the mob hung Pence on 1/6!
"@Weinsteinlaw unfortunately, so was trump"
Putin just found out Biden isn’t a trump!  Putin 'will cut gas supply' to EU as Biden threatens 'nuclear option' ov… https://t.co/nUqQnHuYsn
The Ouroboros at its best....we hope. An angry rift between Trump and Bannon signals the far-right’s future https://t.co/RU10SdmnEi
Mark Meadows says Trump threatened to wipe out an Afghan village — a war crime — in a phone call with a Taliban neg… https://t.co/JrPmVSrSL6
TFG doesn’t understand so many business related standards. America will pay higher interest on our debt for one. It… https://t.co/34ouQ6gZ7k
Devin Nunes Resigns From Congress To Run Trump's Social Media Company https://t.co/ruh7i7DrKG via @YouTube
@RepRussFulcher Stop it. You know better. This administration is working to negotiate a class action suit to deal w… https://t.co/YQsN7rN8Iq
The real disarray: Republicans imploding over Trump loyalty tests and outrageous behavior https://t.co/EwJoCqf4iV
Analysis: Why it matters that the Trump White House lied and lied about the President's Covid case - CNN Politics https://t.co/dSiXq2ojvz
@OccupyDemocrats Looking for similar comments from Musk about Trump's Tax cuts which added $1.2T to the deficit and… https://t.co/tSeWOPq7Lu
Attempting to pull a trump. Slow the process down to buy time.  Judge rejects Bannon request to delay trial until O… https://t.co/s5UFMgFPWl
Trump Accidentally Admits To Breaking The Law https://t.co/iLojJwJyzR via @YouTube
Meadows better flip now and get the best deal. Trump will throw them all under the bus in the end. https://t.co/exZ0uuiSKD
Trump Aligned Group Trying To Rewrite Wisconsin's Voting Laws https://t.co/UIpggN2cS1 via @YouTube
Trump bellowed at Mark Meadows to go 'bust some heads' of Black Lives Matter protesters https://t.co/ciIip4jzF9
"@21sts1 @JillMack30 I note that you avoided answering any of the points I made, but simply doubled down on your uns… https://t.co/NU9NTgRkAu"
"Yeah, you’re right. The one thing Republicans have always done is jump onto the unpopular band wagon, and ride hard… https://t.co/UJkD0pT813"
Jeffrey Clark’s 'election subversion' plot included 'brazen' things even Bill Barr wouldn’t do: conservative https://t.co/JsYEfoz0B2
All the great industrial and political titans of this world will find that mankinds ambitions will be confronted wi… https://t.co/aV6PGZmuKT
Meadows: Trump considered yanking Kavanaugh over ‘I like beer' comments and apologetic tone https://t.co/aIbXCSiSHw
"@Kennymack1971 @redwyne Same with ""We interviewed Biden voters who turned out to actually be Trump voters, how funny!"""
"Now show me the graphs of COVID-19 morbidity and externalities: permanent disability, long-term damage, lost work d… https://t.co/xQAkMtuW7V"
"It’s not something that can’t be fixed. Someone in charge isn’t reading the signs, we’re sending. And maybe we need… https://t.co/Munzns4skP"
Wouldn’t this violate HIPPA policy? https://t.co/DaRQbhHfDo
More Than 50 Billionaires—Including A Couple Of Trump Supporters—Have Donated To Senator Kyrsten Sinema via @forbes https://t.co/ZQ7l0UwkLa
Did everyone hear Trump outright admit to obstruction of justice in his interview? @SteveDaines voted against his i… https://t.co/VKz1E8Kbeu
"Mark Meadows no longer cooperating with Jan. 6 committee, attorney says https://t.co/PHHwH2Dekf via @HuffPostPol A… https://t.co/OREGbWaG4W"
@JarndyceJ @RuleofLawGuy1 @RandPaul Really? Trump's SCOTUS were 1-2 (the 1 who went the way you'd like wrote of Con… https://t.co/ocqcJsStTN
@New_Narrative Trump will take the money and trash the investors. History repeats.
Unhinged Trump SHOCKS Newsmax with INSANE Rant https://t.co/0kiogmPro4 via @YouTube
"""This is the last thing Donald Trump will ask you to do.""  Probably because he wasn't going to need Congress anymor… https://t.co/yib7ypkoxV"
"Kamala Harris Calls Unvaccinated “Dirty Trump People” ~ December 6, 2021 https://t.co/4igB0POul8 via @crose"
Trump's Niece Calls Merrick Garland An Idiot For Not Prosecuting Her Uncle https://t.co/yV98MDlL4t via @YouTube
'We all know they're lying!' Morning Joe busts Pentagon 'coverup' of Trump links to Jan. 6 riot https://t.co/oCpqMsWM55
Capitol riot panel finds White House metadata on letter pushing Georgia to overturn Trump election loss https://t.co/8Kgz28YJhZ
@donwinslow Ohh I'm more than alarmed. I predict Trump's win. The fall of USA BUT the repercussions will be dire. H… https://t.co/En2kckTvFv
@Trump_Detester Help us O emotional support Canadian!
It’s looking like it. https://t.co/roAki6GMLQ
Attorney says Meadows won't cooperate with Jan. 6 panel (from @AP) #Jan6 #insurrection  https://t.co/TQ2CZHSqAT
@WalshFreedom It's frustrating for sure that the @TheJusticeDept won't hold @realDonaldTrump accountable for inciti… https://t.co/4Qp5ahXuQa
@JuddLegum Trump is the who makes the profit not the investors
"Hard to make out thru the rain, but today's #YallQaeda featured a tattered flag in the center, III% flag top left,… https://t.co/ZQzNroFl69"
Oh shut up. Illuminati puppets are so annoying. Trump and Biden are nwo Jesuit Zionist puppet. https://t.co/y81S0Iw7Wt
@Trump_Detester Punked.
@gtconway3d @mattgreenfield Maybe enough for Trump U
Looks Like Trump Admitted To Obstruction Of Justice On National TV https://t.co/hRuxy5aiv4 via @YouTube
@JoyceWhiteVance Trump has set Nunez as the fall guy.
"@SamONeillSA @MTom2500 @hugolowell True. Sadly, Trump et al seem to be above the law."
@zapapaias @PamKeithFL The progressive vote is too new of a concept for him. We don't vote democrat or republican a… https://t.co/aYdWWjPXZE
"@DavidVidecette This flight manifest never seems to mention Trump, which is curious.  But yeah, absolutely... myth… https://t.co/VMdQwDyR1j"
"@johnlappin @Jennifer_Arcuri @afneil Good idea. I'm fairly sure we'll be able to follow the story, with the actual… https://t.co/uYMSaJECf4"
"Still can't believe voters got $1,800 under Trump and only $1,400 under Biden. https://t.co/Tlf7IJBy0V"
I hope Donald Trump runs again and Candace Owens is his Vice President
Donald Trump PANICS as Investigators CLOSE IN ON HIM https://t.co/1XJQqFprHm via @YouTube
Trump Brazenly CONFESSES To Obstructing Justice AGAIN https://t.co/y6AR9BJW5B via @YouTube
@realTuckFrumper Why is anything that Ben Carson says relevant?  Stop dredging up Trump leftovers like it matters w… https://t.co/uEK42rn6nh
This isn’t working out. Trump endorsing Perdue? This is worse than endorsing Kemp! And he did it again. I love Trum… https://t.co/JkouSZLyfv
@buhhhhlieevmeee Trump is the perfect avatar of modern American conservatives tho. No one could rep this culture better.
Lmfao. Conservatives are absolute parodies of themselves. They’d literally take an immoral psychopath over a minori… https://t.co/ABOZFHxwbg
Trump Openly Admits To How Confused He Gets https://t.co/vBYM3yW7d1 via @YouTube
"@tehsmarty Trump was a better president than Obama and Biden (policy and economy wise), people just didn’t like him and his tweets."
Degrees of separation between you and trump  1. Me 2. Neelain Muhammad  3. Muhammad ali  4. Trump https://t.co/Nq8KNrXH2J
"@Johnmcurtis That’s because 2017-2019, Paul Ryan and many Republicans believed the Russiagate story and kept Trump at arms length."
"@neil_suits @maggieNYT Having been employed by Trump seems to be an impediment to finding new jobs, not a help"
Seth Meyers: Trump’s Secret Positive COVID Test; GOP’s Omicron Conspiracy Theories https://t.co/AfGiy7vGuw https://t.co/SUFqeLJHM2
Trump Came in Contact with 500 People Between Positive COVID Test &amp; Hosp... https://t.co/97zU6SaF0J via @YouTube
Trump's Secret Positive COVID Test; GOP's Omicron Conspiracy Theories: A... https://t.co/Vsa2WVsNY3 via @YouTube
"@michaelgwaltz Trump alienated our allies and sided with dictators - especially with Putin, whom he said he believe… https://t.co/tgRY9hsXOv"
@GOPLeader After 4 years of Trump Nordstream 2 was 99% complete and our relationship with Germany was a wreck. It w… https://t.co/Lfm5YQk9Tr
