"@ThatElJefe Even if that's true, it doesn't really change the point he's making does it? (Conservatives, who got bu… https://t.co/vVPN6gd5wM"
@donwinslow Because the Democrats are vowed by the Trump base.  They are wimps only focused on re-election.
@RepDavidValadao Question for Republicans: had we had trump in office this year: How large would be the death count… https://t.co/nhH9q1VLcF
@RepFredUpton Question for Republicans: had we had trump in office this year: How large would be the death count be… https://t.co/ihoKbl0N26
What's up with baby Trump not extending this student loan freeze? Is the pandemic over?
@RepMikeTurner Question for Republicans: had we had trump in office this year: How large would be the death count b… https://t.co/fDtpRvQPGr
Seth - Republicans Want to Make Trump Speaker of the House if They Win in 2022:... https://t.co/256v0KYuLy
@AndrewCFollett @whignewtons Absolutely wouldn’t date someone who can’t look me in the eye and say they voted again… https://t.co/d9K4zxxge5
@RepTimmons Question for Republicans: had we had trump in office this year: How large would be the death count be a… https://t.co/yGvWBrpG6b
@RepTiffany Question for Republicans: had we had trump in office this year: How large would be the death count be a… https://t.co/1Pm8HY6J8C
@CongressmanGT Question for Republicans: had we had trump in office this year: How large would be the death count b… https://t.co/7kWzGRC2Mv
@RepTenney Question for Republicans: had we had trump in office this year: How large would be the death count be ac… https://t.co/eDDDvGkw8g
@RepVanTaylor Question for Republicans: had we had trump in office this year: How large would be the death count be… https://t.co/zMYZGYW1Z7
@RepTomSuozzi Question for Republicans: had we had trump in office this year: How large would be the death count be… https://t.co/KwgA7qfJrl
"In an era of dodging responsibility, we trump sexism by blaming the woman who was no more a villain than any man. https://t.co/3beT8KDxD4"
@FoxNews It let’s go Brandon meant “fuck Trump@ it would be ok.
@RepChrisStewart Question for Republicans: had we had trump in office this year: How large would be the death count… https://t.co/jQ5rTFLkrb
@keefchief_sosa Legit tweeted “Donald trump is a hero” lmfao
"@OccupyDemocrats Great Tweet, except there never was a legitimate ‘President Trump’."
@RepGregSteube Question for Republicans: had we had trump in office this year: How large would be the death count b… https://t.co/dkR51wvudF
@RepBryanSteil Question for Republicans: had we had trump in office this year: How large would be the death count b… https://t.co/TXDv9ZLpzA
